time/ s,O=C(CO)CO/ M,O=CC(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)CO/ M,O=C(CO)C(O)(CO)CO/ M,O=C[C@H](O)C(O)(CO)CO/ M,O=C[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@H](O)CO)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)CO/ M,O=C([C@H](O)CO)C(O)(CO)CO/ M,O=C[C@@](O)(CO)C(O)(CO)CO/ M,O=C[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO/ M
7246.48,0.005203679,0.018488105,0.000104389,0.000189907,0.005656842,0.000141513,7.87E-05,0.00202614,0.002102338,4.80E-05,0.003394046,0.004185189,6.62E-05,0.003589617,0,4.13E-05,0,0.001361722,0.001490115,0.000181954,0.000135092,0,7.85E-05,0,0
7276.6,0.012734475,0.01287038,0.000165716,9.15E-05,0.004719475,0.000134089,5.21E-05,0.001316096,0.000785806,5.34E-05,0.002045716,0.002073758,6.90E-05,0.001536078,0,1.86E-05,0,0.000602255,0.00064299,0.000158411,4.16E-05,4.10E-05,5.95E-05,0,0
7306.72,0.003554714,0.017777667,6.70E-05,9.33E-05,0.003344499,0.000330322,0.000115195,0.002362627,0.002416766,6.89E-05,0.003343271,0.004619358,0.000101532,0.004377878,0,3.60E-05,0,0.001240701,0.001910107,0.000531096,0.000137264,0,0.000246886,0,0
7336.84,0.005295769,0.016386292,6.77E-05,0,0.002737157,0.00018173,0.000109867,0.002571717,0.000905402,4.92E-05,0.003522337,0.002687868,8.27E-05,0.001375696,7.14E-05,4.46E-05,0.000100676,0.001546758,0.002185777,0.000512145,0.000176772,0.000162904,0.00020496,2.05E-05,0
7366.96,0.002428294,0.017402592,1.00E-04,0.000110603,0.001997074,0.00041852,0.000137706,0.002684322,0.001225458,6.34E-05,0.003998675,0.002594576,0.000114911,0.001799126,0,4.76E-05,8.40E-05,0.002268501,0.001531902,0.00068926,0.000366682,0.000209948,0.000360866,3.61E-05,2.91E-05
7397.08,0.002761395,0.017641046,0.000116471,0.000109561,0.002403184,0.000555591,0.000116101,0.002762869,0.001416758,7.07E-05,0.003752966,0.002789799,0.000136598,0.00199767,5.35E-05,7.64E-05,0.000149031,0.002214327,0.00176449,0.001123324,0.000325377,0,0.000587983,3.25E-05,3.41E-05
7427.2,0.003728407,0.018412867,0.000127319,0.000111244,0.004546738,0.000447246,0.000110074,0.0026408,0.001952373,7.93E-05,0.003481476,0.003763867,0.000115864,0.00332707,0,6.38E-05,8.66E-05,0.00162611,0.002206447,0.000737533,0.000219974,0.000210341,0.000361578,2.07E-05,0
7457.32,0.006050394,0.018068582,0.000191157,0.000137884,0.005956938,0.000154535,8.34E-05,0.002100974,0.002011635,8.25E-05,0.002977777,0.004182387,9.75E-05,0.0037423,0,2.97E-05,0,0.001134013,0.001236383,0.000232983,9.00E-05,0,9.19E-05,0,0
7487.44,0.002527151,0.016602404,0.000161707,0.000109735,0.003249682,0.000295419,8.86E-05,0.002039251,0.001849608,8.34E-05,0.002963689,0.003563913,0.000107571,0.002895119,0,3.03E-05,0,0.000989757,0.001489462,0.000403036,0.000116721,0,0.000181702,0,0
7517.56,0.003018669,0.017642803,6.05E-05,7.93E-05,0.002965329,0.000291149,8.31E-05,0.00227021,0.002299404,6.81E-05,0.003135336,0.004541217,9.43E-05,0.004335968,0,3.15E-05,0,0.001182003,0.001906007,0.00052642,0.000129743,0,0.000241527,0,0
7547.68,0.003654539,0.018400329,0.000137099,0.000126082,0.004534845,0.000342781,0.000126261,0.002579528,0.002003809,7.50E-05,0.003487509,0.004070798,0.000112455,0.003502923,0,4.02E-05,4.09E-05,0.001565355,0.001706177,0.000570964,0.000192288,0,0.00026972,1.56E-05,0
7577.8,0.004485213,0.018336936,8.71E-05,0.000154825,0.0053654,0.000184104,0,0.002026006,0.002320047,4.48E-05,0.003392085,0.004477426,7.12E-05,0.003697136,0,2.94E-05,0,0.001262188,0.001589427,0.000236797,0.000129891,0,0.000100515,0,0
7607.92,0.004694458,0.01891782,5.56E-05,0.000138613,0.004869093,0.000496012,9.65E-05,0.002411037,0.002466801,3.82E-05,0.003603831,0.004022616,7.71E-05,0.003618233,0,2.62E-05,0,0.001417273,0.002073989,0.000772587,0.00021431,0,0.000379102,0,0
7638.04,0.003922462,0.016051303,4.27E-05,0,0.001824549,0.000171138,0.000181694,0.002387159,0.000674908,4.15E-05,0.003859665,0.002051817,5.01E-05,0.000853169,6.06E-05,4.27E-05,0.000130757,0.00203729,0.001395145,0.000326823,0.000208613,0.000169687,0.000163854,3.31E-05,2.12E-05
7668.16,0.002168739,0.016916212,3.52E-05,0.000135735,0.001284505,0.000871762,0.000200005,0.002622598,0.001017737,5.65E-05,0.003342231,0.001430047,0,0.001183963,7.46E-05,3.27E-05,4.41E-05,0.002731191,0.00163892,0.001866107,0.000310627,0.000261747,0.00101544,2.67E-05,8.31E-05
7698.28,0.004747929,0.018152864,0.000133936,0.000144835,0.005184136,0.000261601,0.000153971,0.002193478,0.001977479,6.69E-05,0.00326417,0.003803935,9.56E-05,0.003367256,0,3.07E-05,0,0.001426022,0.001502949,0.000400729,0.000139263,0.000152503,0.000178414,0,0
7728.4,0.001890844,0.017674674,5.32E-05,0,0.000940854,0.00083607,0.000122431,0.002535946,0.000924712,5.59E-05,0.00363552,0.001860681,0.000166192,0.000958826,8.00E-05,4.28E-05,0,0.001952614,0.002504596,0.00189918,0.000348666,0,0.000971757,3.31E-05,4.46E-05
7758.52,0.015447444,0.01460548,0.000190138,0.00012823,0.005889098,6.04E-05,6.91E-05,0.001479475,0.00087494,6.10E-05,0.002285517,0.002373062,6.57E-05,0.001795539,0,2.65E-05,0,0.001415671,0.000794851,0.000156061,7.11E-05,4.43E-05,3.29E-05,0,0
7788.64,0.002480916,0.017097495,0.000110468,0.00010273,0.001970791,0.000522695,0.000129519,0.002574609,0.001043469,7.60E-05,0.003766399,0.002280387,0.000221036,0.001349809,8.20E-05,8.43E-05,0.00013114,0.002189339,0.001731621,0.001226821,0.000359078,0,0.000631262,3.75E-05,3.50E-05
7818.76,0.005491128,0.01810088,0.000155267,0.000137298,0.00533991,0.000261627,0.000101242,0.002293261,0.00190201,7.49E-05,0.003234164,0.003878628,0.000106548,0.003434288,0,3.46E-05,0,0.001672423,0.001306558,0.000516677,0.000159475,0,0.0002484,1.22E-05,1.49E-05
7848.88,0.00372627,0.017337618,8.60E-05,8.83E-05,0.004133639,0.000217792,7.82E-05,0.001947653,0.002272755,6.44E-05,0.002787582,0.004367423,8.29E-05,0.00414948,0,2.59E-05,0,0.000985395,0.001406155,0.000290266,9.12E-05,0,0.00012149,0,0
7879,0.00336331,0.017599402,6.72E-05,0.000103182,0.003441588,0.000383807,0.000128339,0.002195213,0.002187419,6.23E-05,0.003078222,0.004032112,0.000101406,0.003915788,0,2.69E-05,0,0.001149357,0.00168161,0.000636529,0.000126481,0,0.000302035,0,0
7909.12,0.004591985,0.015819778,3.90E-05,7.86E-05,0.00193402,0.000182015,0.00019708,0.002481676,0.000654511,4.43E-05,0.004046267,0.002012885,4.64E-05,0.000791837,5.17E-05,5.42E-05,0.000180528,0.002336191,0.00123631,0.000329238,0.000251217,0.000180112,0.000170099,3.91E-05,2.67E-05
7939,0.001811425,0.016840873,8.01E-05,7.81E-05,0.001433361,0.000459731,8.78E-05,0.002298578,0.001065776,5.63E-05,0.003269865,0.002257817,0.000110166,0.001511254,5.18E-05,3.84E-05,6.46E-05,0.001816371,0.001730177,0.001013933,0.000275292,0,0.00050699,2.52E-05,2.84E-05
7969.12,0.004874792,0.019854127,8.45E-05,0.000133458,0.005520851,0.000326302,0,0.002396198,0.002652688,4.31E-05,0.003544317,0.004662684,8.34E-05,0.004050659,0,7.83E-05,0,0.001763991,0.00239347,0.000457661,0.000244379,0,0.000219592,0,0
7999.24,0.004152308,0.017650948,7.59E-05,0,0.003220672,0.000181193,6.94E-05,0.002216798,0.002408092,8.51E-05,0.003048697,0.005066657,9.08E-05,0.004610421,0,2.66E-05,0,0.00111333,0.00183391,0.000299346,0.000120287,0,0.000114767,0,0
8029.36,0.005947064,0.017495634,0.000202046,0.000123105,0.005769413,0.000140714,8.01E-05,0.002013223,0.001847959,9.03E-05,0.00278199,0.004075378,9.31E-05,0.003531117,0,3.28E-05,0,0.000981193,0.001106123,0.000236417,7.78E-05,0,9.17E-05,0,0
8059.48,0.006913251,0.015395238,9.01E-05,8.35E-05,0.003266789,0.000156089,0.000103814,0.002565554,0.000712627,5.67E-05,0.003415698,0.002253186,8.55E-05,0.001176663,4.59E-05,5.94E-05,0.000166357,0.001611013,0.001298584,0.000353217,0.000204424,0.000127068,0.000153221,2.06E-05,1.27E-05
8089.6,0.002116782,0.017321968,9.30E-05,9.05E-05,0.001781966,0.000560248,0.000111393,0.002575873,0.001262131,6.71E-05,0.00367099,0.002554332,0.000131284,0.001769402,0,4.36E-05,4.38E-05,0.001784871,0.001997168,0.001327904,0.000320735,0,0.000671612,3.02E-05,5.42E-05
8119.72,0.002247861,0.017840628,7.02E-05,0.000113778,0.00244137,0.000637264,0.000127373,0.002549193,0.001689425,5.61E-05,0.003428606,0.0028305,0.000105964,0.002445106,0,2.82E-05,0,0.001536868,0.002001773,0.001228015,0.000227607,0,0.000626456,1.20E-05,3.06E-05
8149.84,0.002182119,0.01585342,6.07E-05,7.29E-05,0.002480362,0.000322512,9.14E-05,0.001903349,0.001106072,4.23E-05,0.002742009,0.002303963,7.32E-05,0.001882193,0,3.06E-05,0,0.001140271,0.001657017,0.000588693,0.000187906,0,0.000278074,1.68E-05,0
8179.96,0.006625472,0.019327759,9.43E-05,0.00017875,0.006148815,0.000130211,0,0.002416,0.002557245,4.80E-05,0.00375817,0.005128674,7.76E-05,0.004230176,0,4.90E-05,0,0.001812032,0.001917549,0.000210822,0.000199538,0,9.61E-05,0,0
8210.08,0.005972234,0.016666746,0.000200292,0.000116424,0.00536761,8.37E-05,9.43E-05,0.00214002,0.001750296,0.000113271,0.002890138,0.004011822,9.21E-05,0.003283285,0,3.36E-05,0,0.001078294,0.001082931,0.000341313,8.50E-05,0,7.55E-05,0,0
8240.2,0.00378443,0.017515311,0.000190905,0.000146735,0.003570141,0.000240623,0.000130418,0.002653454,0.001800335,0.000117033,0.003880366,0.003987222,0.000123251,0.002772422,0,3.81E-05,0,0.001499876,0.001766451,0.000511076,0.000226242,0,0.000224944,4.10E-05,0
8270.32,0.005811993,0.01872944,0.000151448,0.000159784,0.006078042,0.000192937,0,0.002301069,0.002368393,6.43E-05,0.00347791,0.00458659,9.21E-05,0.003899135,0,6.03E-05,0,0.001388813,0.001693428,0.00025031,0.000166418,0,0.000117271,0,0
8300.44,0.001878074,0.016985405,5.12E-05,0,0.002194729,0.000315933,0.0001049,0.002363631,0.001931632,6.55E-05,0.00318972,0.004207172,9.49E-05,0.003738702,0,3.10E-05,0,0.001216937,0.002184569,0.000672543,0.000181979,0,0.000315276,0,0
8330.56,0.003761898,0.017479544,9.51E-05,0.000108306,0.005613466,0.000128875,0.000181219,0.002420806,0.001839505,8.95E-05,0.003273436,0.004308139,7.00E-05,0.003596449,0,2.86E-05,0,0.001224464,0.001374967,0.000297891,0.000134629,0,0.00011299,0,0
8360.68,0.002925222,0.015994905,6.05E-05,8.25E-05,0.001297882,0.000458592,0.000118249,0.002539341,0.000702509,5.34E-05,0.003583879,0.001628462,0.000111659,0.0009926,0,0.000124678,0.000169956,0.002042189,0.001310802,0.000876073,0.000419919,0.000211189,0.000471386,0,3.96E-05
8390.8,0.003882555,0.017364371,6.89E-05,8.09E-05,0.003023874,0.000187176,0.000101677,0.002220025,0.002285564,7.92E-05,0.003268635,0.004804153,9.46E-05,0.004413035,0,2.36E-05,0,0.001100769,0.001899113,0.000279084,0.000127064,0,0.000106089,0,0
8420.92,0.004298948,0.018620524,0.00011344,0.00013584,0.005023344,0.000204404,0,0.002259556,0.002417904,6.24E-05,0.00337081,0.004809575,8.90E-05,0.004084061,0,3.68E-05,0,0.001388861,0.001726493,0.000280326,0.000165832,0,0.000130375,0,0
8451.04,0.00489932,0.018911087,0.000120061,0.000124155,0.005479598,0.000267056,5.54E-05,0.002372348,0.002180487,5.55E-05,0.003443869,0.004093267,8.72E-05,0.003417551,0,6.58E-05,0,0.001674753,0.001983897,0.000524249,0.00024599,0,0.000254601,0,0
8481.16,0.004866395,0.017598526,8.62E-05,0.000118407,0.005182314,0.000151725,0,0.002027276,0.002258919,4.79E-05,0.003132223,0.004532551,6.49E-05,0.003825921,0,2.72E-05,0,0.001179176,0.001534032,0.000349625,0.000129301,0,9.69E-05,0,0
8511.28,0.003954069,0.014851573,0.000154261,9.16E-05,0.00408931,0.000119686,7.85E-05,0.001596675,0.001285043,7.95E-05,0.002376402,0.003008867,8.41E-05,0.002500358,0,2.90E-05,0,0.000705434,0.000881945,0.000254083,7.56E-05,0,0.000100343,0,0
8541.4,0.00484675,0.01880744,7.90E-05,0.000131708,0.00544323,0.000315935,0,0.00216249,0.00227581,3.75E-05,0.003350895,0.003933521,7.25E-05,0.003425887,0,3.32E-05,0,0.001398763,0.001917228,0.000381557,0.000209249,0,0.00018632,0,0
8571.52,0.0028453,0.015655197,0,0,0.000692972,0.000666239,0.000102161,0.002588552,0.00025615,3.58E-05,0.003581622,0.000754196,0.00014798,0.00038017,7.69E-05,8.23E-05,0.000151185,0.002713695,0.001137063,0.00164268,0.000446952,0.000194817,0.000896,5.37E-05,9.39E-05
8601.64,0.004081016,0.019578406,5.89E-05,0.000166272,0.004768976,0.00054806,0.00020019,0.002475079,0.0023437,4.03E-05,0.003812478,0.003719981,0.000131272,0.003215917,0,2.19E-05,0,0.001822884,0.002184985,0.000710899,0.000283867,0,0.000367688,0,0
8631.76,0.004024743,0.015831744,4.24E-05,0,0.002306907,7.02E-05,0.000198478,0.002504838,0.000790689,5.36E-05,0.003960945,0.002709688,4.12E-05,0.001065751,0,5.72E-05,8.67E-05,0.002096521,0.001354518,0.000234677,0.000171242,0.000187878,8.91E-05,1.55E-05,0
8661.88,0.016557507,0.014551536,0.000244664,0.000123608,0.005826241,0.000148325,6.03E-05,0.001737303,0.000997933,7.29E-05,0.002661473,0.002599363,8.66E-05,0.002016172,0,3.62E-05,5.44E-05,0.001049543,0.001152276,0.000169502,7.33E-05,6.57E-05,6.05E-05,0,0
8692,0.003559039,0.017568829,0.000210973,0.00012127,0.003845354,0.000281503,9.76E-05,0.002350903,0.002030674,0.000107663,0.003281709,0.004091386,0.000126885,0.003052748,0,4.00E-05,0,0.001310953,0.001721018,0.000481222,0.000162519,0,0.000214079,0,0
8722.12,0.007920451,0.0190481,0.000127817,0.000158395,0.006882922,0.000129934,0,0.002138082,0.002398604,4.73E-05,0.00328041,0.004674085,7.34E-05,0.003908949,0,4.09E-05,0,0.001560834,0.001656298,0.000179383,0.000156951,0,7.89E-05,0,0
8757,0.00444999,0.017232403,0.000154074,0.000151448,0.003858495,0.000283506,0.000174386,0.002624602,0.001699642,0.000104088,0.003972684,0.003719968,0.00012584,0.00259767,0,5.03E-05,3.93E-05,0.001638786,0.001490138,0.000497172,0.000233243,0,0.000245246,0,0
8787.12,0.002042041,0.015199599,3.23E-05,6.56E-05,0.000561038,0.000579158,0.000131211,0.002544352,0.000375026,4.28E-05,0.00371296,0.000941219,0.00012596,0.000479944,0,6.72E-05,0.000155325,0.00294412,0.000940983,0.00123219,0.000558263,0.00020603,0.000694231,4.31E-05,8.54E-05
8817.24,0.002100926,0.017304166,4.56E-05,8.71E-05,0.001313766,0.000645225,0.000141433,0.002653076,0.000927882,4.11E-05,0.003644157,0.001655192,0.000104683,0.001225366,0,4.20E-05,5.34E-05,0.002655244,0.00166846,0.001413385,0.000412031,0,0.000763091,4.18E-05,8.19E-05
8847.36,0.002308568,0.01748023,4.86E-05,0.000120188,0.003040906,0.000602485,0.000188625,0.002376116,0.001950439,5.12E-05,0.003311122,0.003155008,0.000106252,0.003187402,0,2.49E-05,0,0.001557441,0.001762842,0.001093801,0.000192181,0,0.000556571,0,2.10E-05
8877.48,0.002561032,0.019195317,0,0.000112153,0.002476527,0.000663531,0.000152035,0.002626207,0.001318745,3.47E-05,0.003600447,0.002039111,8.15E-05,0.001784168,0,3.26E-05,0,0.003129362,0.002249676,0.001708543,0.000434202,0,0.000940695,4.54E-05,7.82E-05
8907.6,0.003613996,0.018276599,5.20E-05,0.000137953,0.00452871,0.000463341,0.000118275,0.00215654,0.002139377,3.68E-05,0.003437099,0.003479156,6.73E-05,0.003012613,0,3.82E-05,0,0.001734152,0.001721388,0.000747882,0.000217083,0,0.000371246,0,1.80E-05
8937.72,0.007012366,0.016025946,6.25E-05,8.71E-05,0.003499715,0.000149354,0.000187209,0.002348764,0.00108365,5.23E-05,0.003715167,0.002969623,6.04E-05,0.001455499,6.05E-05,5.65E-05,0.000115034,0.002054402,0.001582913,0.000334459,0.000166368,0.000137644,0.000146206,2.80E-05,0
8967.84,0.002834856,0.017392118,7.05E-05,9.35E-05,0.003658004,0.000341018,9.18E-05,0.002026379,0.002348957,5.63E-05,0.002914334,0.004038513,8.63E-05,0.003999273,0,2.37E-05,0,0.001062788,0.001541399,0.000532276,0.000113067,0,0.000243276,0,0
8997.96,0.006750061,0.01792287,8.70E-05,0.000159556,0.006408967,0.000274407,6.13E-05,0.001807956,0.002245232,4.12E-05,0.002937266,0.003942805,6.85E-05,0.003345233,0,3.95E-05,0,0.001350592,0.001325455,0.00025294,0.000119271,0,0.000118497,0,0
9028.08,0.004126254,0.016270547,5.17E-05,0,0.001840242,0.000148278,0.000121496,0.002612371,0.000597112,4.13E-05,0.003698875,0.002049987,7.09E-05,0.000804836,5.51E-05,4.69E-05,0.000129561,0.001933594,0.001741723,0.000388179,0.00025099,0.000182781,0.000175777,3.17E-05,2.05E-05
9058.2,0.002729239,0.016738264,4.49E-05,8.70E-05,0.00297024,0.000183788,0.000226099,0.001918882,0.001980952,5.90E-05,0.003216153,0.004214584,5.07E-05,0.003744992,0,0,0,0.0011044,0.001647558,0.000245971,0.000108086,0,9.46E-05,0,0
9088.32,0.004324019,0.017073179,7.13E-05,0.000106636,0.003862106,0.000396618,0.000119996,0.002093424,0.0012863,4.46E-05,0.002992764,0.00230127,0.000141688,0.002017888,0,8.10E-05,0,0.00156839,0.001133466,0.000895065,0.000207988,9.70E-05,0.000467135,1.70E-05,4.31E-05
9118.44,0.006273245,0.015645771,6.47E-05,7.50E-05,0.002610551,0.000127458,0.000141208,0.002420963,0.000753242,4.86E-05,0.003624032,0.002371733,5.71E-05,0.001106522,2.24E-05,8.19E-05,0.000156614,0.001999739,0.001340744,0.000290684,0.000210143,0.000140329,0.000135018,2.41E-05,1.30E-05
9148.56,0.003633961,0.017575965,6.92E-05,0,0.003188726,0.00021963,8.29E-05,0.002070171,0.002388553,7.13E-05,0.003023798,0.004686448,9.18E-05,0.004461386,0,2.43E-05,0,0.001096236,0.00182454,0.000314788,0.000109667,0,0.000132726,0,0
9178.68,0.003109371,0.017021284,6.61E-05,0,0.003149813,0.000223385,6.83E-05,0.001958452,0.002213861,6.29E-05,0.002740239,0.004421143,8.02E-05,0.004190181,0,2.20E-05,0,0.001132134,0.001795988,0.000361624,0.000115131,0,0.000244256,0,0
9208.8,0.005187984,0.016153956,6.61E-05,7.34E-05,0.002378934,0.000225194,8.08E-05,0.002408632,0.00062969,6.01E-05,0.003273092,0.001655163,7.58E-05,0.000866106,0.000111843,4.76E-05,0.000118049,0.00149364,0.002228579,0.000532491,0.000236938,0.000197894,0.000238038,2.81E-05,2.68E-05
9238.92,0.003838827,0.017153248,8.89E-05,8.17E-05,0.003852294,0.000208121,7.68E-05,0.001957339,0.002207309,6.78E-05,0.002821783,0.004341028,8.45E-05,0.00410447,0,2.54E-05,0,0.000994652,0.001392399,0.000296277,9.16E-05,0,0.000124266,0,0
9269.04,0.002444376,0.016363961,0.000139934,0.000114681,0.002699501,0.000464492,0.000130514,0.002238775,0.001636059,7.74E-05,0.00329424,0.003116361,0.000202505,0.002389893,0,5.30E-05,0,0.00162393,0.001422319,0.000843861,0.000239641,0,0.000431139,2.12E-05,2.89E-05
9299.16,0.005788957,0.017759636,0.000105639,0.000153795,0.005687014,0.000322805,7.82E-05,0.002072632,0.002284425,5.99E-05,0.003195452,0.004243275,8.75E-05,0.003672645,0,5.43E-05,0,0.001436846,0.00145405,0.000358285,0.000151498,0,0.000177612,0,0
9329.28,0.003352779,0.017408242,6.98E-05,0.000127358,0.004549748,0.000370338,8.06E-05,0.002021249,0.002046309,4.42E-05,0.003137186,0.003563789,7.90E-05,0.003182092,0,2.92E-05,0,0.001347473,0.001435169,0.000566395,0.000171066,0,0.000272812,0,0
9359.4,0.003780606,0.016214476,0.000218906,0.000170468,0.003765683,0.000196391,0.000142527,0.002114333,0.001559073,0.000118513,0.003083105,0.003525841,0.000132699,0.00261536,0,7.22E-05,3.24E-05,0.000940973,0.001240173,0.00024817,0.000103674,5.67E-05,0.000117687,1.62E-05,7.54E-06
